OTU_ID	M0	M1.5	M10	M11	M12	M13	M14	M15	M16	M17	M19	M20	M21	M22	M3.1	M3.2	M4	M5	M6	M7	M8.1	M8.2	M9	MEB	MSB
ID0000319M	6	1	30	6	8	5	1	3	0	1	0	0	20	0	3	20	34	11	24	11	26	17	36	782	1001
ID0000320M	106	111	39	21	39	47	70	107	125	103	150	135	80	87	421	235	399	415	24	23	38	25	36	0	0
ID0000321M	0	2	82	11	6	8	0	1	6	12	16	8	0	6	0	1	3	29	225	298	82	104	140	0	0
ID0000322M	963	511	1	0	0	0	0	0	0	0	0	1	0	0	500	630	272	91	3	1	1	1	1	18	0
ID0000324M	758	397	6	6	3	0	5	0	0	2	0	3	0	21	1218	1047	1101	421	10	5	2	8	9	0	0
ID0000325M	46	13	22	38	37	60	106	33	96	27	40	20	3	32	49	27	53	127	23	22	12	31	28	28	0
ID0000328M	2	0	3334	1283	862	364	220	159	214	307	357	314	861	131	3	3	34	30	252	629	1519	1567	2276	0	0
ID0000329M	40	15	14	7	1	1	0	0	1	2	0	1	1	7	142	177	379	1199	597	455	34	39	41	0	0
ID0000330M	32	29	17	24	36	31	20	18	16	0	3	4	0	54	171	126	255	209	47	32	30	46	48	0	0
ID0000331M	230	149	19	17	14	8	1	5	5	18	6	6	1	0	515	538	1214	2236	291	51	40	39	42	24	0
ID0000332M	5	1	0	5	0	0	0	0	0	0	0	0	0	1	20	19	55	33	3	2	1	3	4	24	0
ID0000333M	0	0	2	2	15	71	91	153	801	832	1028	712	749	42	0	0	0	0	0	0	2	0	5	0	0
ID0000334M	23	9	34	9	12	3	5	0	0	0	0	0	0	0	90	80	213	571	1284	153	96	102	70	70	0
ID0000335M	329	278	113	19	35	60	91	172	121	76	58	78	0	14	1010	975	1128	2131	444	145	181	214	122	0	0
ID0000337M	55	25	12	93	111	104	64	65	87	99	116	17	15	1	97	69	75	33	8	6	8	9	17	0	1
ID0000338M	10	5	811	422	406	292	401	341	188	85	74	62	40	1213	17	30	57	390	634	549	553	840	727	62	0
ID0000339M	0	0	0	12	21	58	106	145	539	959	1422	1398	985	162	1	1	0	0	0	2	4	1	3	65	0
ID0000341M	2	7	0	0	0	0	0	0	0	0	0	0	0	0	16	23	9	1	0	0	0	0	0	0	0
ID0000343M	54	87	48	13	9	4	5	3	2	2	31	2	0	46	304	317	554	772	374	155	126	116	150	46	0
ID0000347M	0	0	89	155	318	287	511	595	243	121	112	81	155	3	0	0	2	3	19	35	23	38	60	0	0
ID0000350M	0	0	0	1	4	38	58	89	472	643	947	767	807	206	0	0	0	0	0	0	5	0	0	51	0
ID0000352M	1	1	5	294	591	663	637	987	859	487	590	687	757	100	1	0	0	0	0	1	2	0	5	6	0
ID0000353M	127	137	25	12	13	11	1	4	14	23	9	17	73	10	116	78	49	46	46	30	70	31	32	21	0
ID0000354M	2349	1489	4	4	0	1	0	1	0	1	1	1	0	8	1321	853	536	75	7	5	11	3	7	52	0
ID0000355M	0	1	121	118	125	60	54	38	44	34	44	26	13	247	2	1	1	0	8	20	62	74	115	0	0
ID0000356M	2	1	92	330	226	46	31	10	73	27	33	33	109	6	2	2	4	31	19	8	44	41	62	0	0
ID0000358M	43	31	832	1201	994	735	529	501	575	444	599	425	294	72	89	68	110	188	553	830	831	872	1261	0	0
ID0000359M	87	84	360	534	699	624	543	613	909	902	794	743	583	61	186	124	170	110	143	253	345	292	362	0	0
ID0000360M	2653	1207	2	1	0	1	2	0	1	0	0	1	0	2	820	1051	640	305	6	2	2	3	3	0	0
ID0000363M	1	0	1	11	43	128	249	369	295	143	57	36	78	124	0	0	3	0	0	0	1	0	1	0	0
ID0000364M	0	75	0	0	0	0	0	0	0	0	0	0	0	14	169	409	0	132	0	33	0	0	0	0	0
ID0000365M	670	526	14	45	69	56	84	48	28	9	14	19	0	5	867	435	447	799	395	100	28	30	53	26	0
ID0000366M	0	3	7	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ID0000367M	0	0	3	96	234	202	123	125	363	702	760	768	969	87	0	0	0	0	0	0	1	0	1	0	0
ID0000369M	17	19	73	73	126	50	30	34	23	9	7	17	0	59	24	50	18	31	44	61	110	61	77	0	0
ID0000370M	0	0	0	1	0	0	0	0	0	0	0	1	0	11	0	0	1	2	1	0	0	0	0	2636	0
ID0000371M	7	12	106	89	153	188	296	302	251	143	73	115	174	104	22	21	27	69	56	66	84	83	80	0	0
ID0000372M	35	21	1885	2425	2167	1158	749	519	300	122	93	83	15	0	91	102	388	850	860	744	641	920	1236	0	0
ID0000374M	473	248	0	0	1	0	0	0	0	0	0	0	0	0	299	322	99	10	1	9	0	3	0	156	0
ID0000375M	5413	3142	32	23	17	13	31	25	13	42	51	57	78	228	5866	3646	4528	814	109	23	32	28	65	483	0
ID0000377M	0	0	4	28	60	68	41	23	27	19	7	26	0	64	5	3	6	20	16	11	15	10	30	0	0
ID0000378M	0	0	101	249	125	93	71	90	266	323	274	264	402	71	1	0	0	8	33	174	273	226	332	0	0
ID0000379M	0	0	535	163	121	86	70	84	74	103	76	75	149	1	0	1	6	39	168	449	463	551	418	0	0
ID0000380M	197	80	4	0	0	0	1	0	0	0	0	0	0	1	103	85	82	27	1	2	1	7	3	0	0
ID0000381M	14	16	7	9	16	41	43	103	249	569	704	650	694	187	64	42	74	26	6	3	5	0	10	0	0
ID0000383M	0	0	0	1	0	0	0	0	0	4	0	0	0	637	0	4	2	1	4	2	8	6	11	0	0
ID0000385M	10	7	1	0	0	0	0	0	0	0	0	0	0	0	53	57	68	22	210	116	4	12	8	26	0
ID0000386M	54	43	291	244	240	198	230	309	198	220	149	98	248	4	124	157	306	611	652	248	251	306	287	30	0
ID0000388M	172	68	97	19	10	4	0	1	0	0	0	0	0	0	76	146	72	99	166	302	251	217	171	0	0
ID0000391M	43	37	7	4	7	5	0	2	0	5	0	0	0	0	10	25	1	9	7	6	12	19	16	0	0
ID0000392M	3	1	1	3	2	8	14	23	74	147	214	171	96	18	4	1	1	2	0	3	1	1	4	28	0
ID0000393M	0	0	0	0	3	6	4	6	55	44	126	89	405	9	0	0	0	1	0	0	0	0	1	0	0
ID0000394M	535	410	337	74	16	10	5	5	2	0	0	10	0	0	781	1166	1083	1320	1087	606	445	461	455	27	0
ID0000395M	0	0	0	0	3	5	12	30	88	151	278	224	166	116	0	0	0	0	0	1	0	0	1	14	0
ID0000396M	1776	789	214	116	100	67	51	32	14	8	16	10	0	7	699	633	636	1563	400	280	318	266	255	119	0
ID0000397M	0	0	5	31	34	39	59	48	105	174	143	161	112	17	0	0	5	17	11	6	4	6	4	14	0
ID0000399M	29	3	57	31	14	20	6	2	0	0	0	0	0	0	8	54	101	18	70	59	61	59	94	1681	1865
ID0000402M	0	0	5	4	7	10	19	16	22	41	65	40	67	1	0	0	0	2	0	0	8	4	6	0	0
ID0000403M	52	22	85	17	13	1	1	2	5	0	1	2	0	2	145	526	294	211	185	139	96	58	97	23	0
ID0000406M	0	0	0	0	0	0	0	1	1	0	0	1	0	257	0	0	1	0	1	1	1	2	0	52	0
ID0000407M	0	0	105	765	795	330	196	90	105	93	82	76	34	11	0	0	0	1	0	8	6	10	111	1	0
ID0000408M	3	2	239	46	21	4	1	0	1	15	12	0	0	3	12	25	30	95	175	245	242	275	550	0	0
ID0000409M	4	7	5	1	0	0	0	0	1	2	7	0	0	80	16	6	17	7	23	5	5	9	10	0	0
ID0000410M	0	0	1	1	3	2	8	6	15	51	71	64	121	531	0	0	0	0	1	5	3	1	3	0	0
ID0000411M	526	395	1	3	3	0	0	0	1	0	0	0	0	15	470	556	163	76	1	7	2	8	0	243	0
ID0000413M	31	40	653	143	56	7	3	1	0	1	0	0	0	9	209	183	242	386	496	425	359	476	816	0	0
ID0000414M	329	267	10	4	7	3	1	1	0	0	2	1	15	73	448	255	197	52	23	19	31	29	28	13	0
ID0000416M	1	0	0	2	0	0	0	0	0	1	0	0	0	193	1	1	3	2	4	4	1	10	5	18	0
ID0000419M	22	20	3960	934	824	314	251	143	154	134	94	98	118	581	78	53	232	577	1517	1476	1741	1877	2213	16	0
ID0000420M	1299	879	53	64	44	32	44	27	34	29	24	45	27	9	2427	1631	2166	564	57	25	8	31	58	183	0
ID0000421M	98	108	934	126	91	20	16	6	11	31	28	34	131	189	414	274	587	594	738	620	753	658	846	0	0
ID0000422M	283	180	1119	498	371	160	94	42	15	5	12	26	69	9	269	177	204	464	411	410	411	592	893	137	0
ID0000425M	0	0	406	125	249	134	174	118	41	15	4	6	34	18	1	3	1	2	48	177	332	224	294	0	0
ID0000426M	40	17	30	105	68	44	33	17	22	12	24	11	4	13	59	55	64	72	57	27	44	42	69	42	11
ID0000427M	158	77	37	11	4	1	4	1	4	1	13	15	22	388	91	113	95	83	52	38	52	43	49	24	0
ID0000429M	0	0	0	1	0	1	0	1	2	0	0	1	36	0	1	3	0	2	0	0	0	0	0	0	0
ID0000430M	0	0	2	10	34	75	124	243	141	183	154	110	152	8	0	0	2	0	4	0	0	4	4	0	0
ID0000432M	0	0	0	0	0	0	0	0	4	2	0	4	22	31	0	0	0	0	0	0	0	0	0	0	0
ID0000435M	403	181	5	0	0	0	0	1	0	0	0	0	0	0	210	300	210	164	4	0	0	4	4	10	0
ID0000436M	0	0	0	4	40	82	148	187	1966	1261	2126	2664	1274	119	0	1	0	3	0	0	1	0	6	52	0
ID0000437M	0	0	0	0	8	13	7	15	71	89	119	185	277	60	0	0	0	0	0	0	5	0	0	0	0
ID0000438M	0	0	0	0	0	1	2	0	13	7	63	92	135	51	0	0	0	0	0	4	0	1	0	0	0
ID0000439M	0	0	3	16	46	90	76	43	79	41	10	15	87	7	0	4	0	1	5	1	6	1	3	0	0
ID0000442M	26	9	2	1	1	0	0	0	0	0	0	0	0	0	13	26	16	30	28	8	14	23	4	0	0
ID0000445M	3	2	13	72	184	408	490	434	590	465	495	284	316	218	0	0	0	2	0	0	3	0	2	126	0
ID0000447M	1	0	6	5	1	1	0	0	0	0	0	0	0	0	0	5	14	1	4	11	3	2	1	173	247
ID0000449M	567	374	106	62	15	12	6	5	10	6	12	16	0	61	549	630	679	707	460	295	272	236	267	23	0
ID0000452M	189	124	7	7	7	0	0	0	0	0	0	1	0	6	207	160	564	707	40	17	8	10	22	21	0
ID0000453M	131	162	785	245	193	56	29	25	49	53	44	81	0	2737	508	468	552	661	663	427	328	368	563	33	0
ID0000454M	22	10	385	172	135	90	46	29	43	9	26	29	0	19	22	36	21	61	313	496	641	710	680	0	0
ID0000455M	0	0	5	2	0	1	0	0	0	0	1	0	0	29	0	0	3	1	0	1	13	0	10	0	0
ID0000458M	22	22	45	15	17	14	3	9	7	0	15	5	0	567	83	113	104	101	32	53	41	53	50	62	0
ID0000460M	0	0	4	3	20	43	89	160	297	502	780	1016	583	3086	2	2	0	1	2	1	3	2	2	740	0
ID0000461M	0	0	0	0	0	5	6	6	13	34	89	99	35	224	0	0	0	0	0	0	0	0	0	0	0
ID0000462M	9	12	7	4	5	9	8	20	10	6	7	6	0	73	36	18	13	23	13	10	9	16	24	8	0
ID0000464M	0	0	11	1	0	0	0	0	0	27	8	7	101	11	0	3	4	1	9	0	28	5	3	7	243
ID0000466M	0	0	0	0	0	2	2	1	28	6	20	11	56	466	1	0	0	0	0	0	0	0	0	77	0
ID0000468M	0	2	2	8	2	1	0	0	0	0	0	0	0	458	0	2	2	7	19	8	5	5	23	0	0
ID0000469M	641	304	20	32	37	23	18	12	13	28	34	35	92	123	431	344	459	70	39	31	38	32	43	21	0
ID0000471M	14	5	6	5	10	15	16	25	23	23	17	14	0	113	54	33	485	1837	69	8	7	4	6	0	0
ID0000472M	438	115	16	41	47	30	19	34	39	42	2	12	0	0	447	568	335	118	9	4	2	7	10	17	0
ID0000473M	23	17	5	0	0	0	0	0	0	0	0	0	0	17	63	73	56	5	8	5	8	3	0	0	0
ID0000474M	1444	989	165	80	65	70	57	44	96	134	107	71	225	423	2093	1634	1751	984	229	183	187	275	192	414	127
ID0000477M	0	1	1	0	0	0	1	0	0	0	0	0	29	8	0	4	1	0	0	0	0	0	0	8	0
ID0000480M	0	0	20	10	9	7	6	3	0	0	0	0	0	4	6	12	107	112	78	83	30	20	39	0	0
ID0000481M	271	197	0	0	0	0	1	0	1	0	0	0	0	0	159	91	51	4	0	0	0	0	0	6	0
ID0000482M	489	1618	211	304	239	102	6	26	12	1	42	44	133	18	3039	3040	1499	1534	856	1097	1972	539	465	0	0
ID0000485M	22	10	20	6	3	1	2	0	4	0	0	0	0	0	43	41	129	148	180	132	27	44	42	0	0
ID0000487M	22	17	22	47	71	27	6	10	22	22	17	116	0	4	16	22	69	63	30	41	37	65	109	42	0
ID0000488M	839	393	52	45	24	7	5	0	11	10	11	1	1	9	403	502	267	256	670	97	43	31	53	164	0
ID0000489M	398	235	163	84	31	14	8	9	45	18	55	33	86	254	335	399	327	1390	695	497	185	296	293	79	113
ID0000490M	0	0	19	210	382	567	594	562	356	230	213	208	144	10	0	0	1	0	0	2	1	0	11	0	0
ID0000491M	2	3	5	6	6	23	62	116	531	907	1217	1083	1323	151	7	6	4	33	25	10	3	3	0	0	0
ID0000494M	0	0	0	0	0	0	0	3	1	6	44	35	44	15	0	0	0	0	0	0	3	0	0	0	0
ID0000496M	5	5	22	21	25	14	9	7	13	25	37	29	0	40	15	9	24	10	3	9	6	7	12	0	0
ID0000497M	0	0	12	3	0	0	4	1	0	2	10	0	0	0	2	3	0	0	1	0	0	2	1	0	0
ID0000498M	0	0	5	5	5	15	22	38	40	47	34	27	128	45	1	0	0	0	0	0	0	0	1	0	0
ID0000499M	24	6	72	38	47	32	28	29	30	20	42	29	18	485	92	66	164	252	58	97	111	110	123	30	0
ID0000500M	124	76	30	22	18	21	19	13	20	18	23	21	38	93	205	111	179	88	24	23	28	21	33	14	0
ID0000501M	0	0	1	8	2	0	2	1	31	20	28	10	4	344	1	4	9	3	8	18	13	5	13	0	0
ID0000503M	322	255	23	6	6	3	3	6	0	2	4	0	2	635	319	313	202	82	30	23	51	46	31	37	0
ID0000504M	0	0	0	0	0	0	0	0	1	0	7	7	0	19	0	1	0	0	0	2	0	0	0	31	0
ID0000505M	0	0	2	3	1	0	0	0	0	0	2	0	0	125	1	6	2	11	2	1	4	1	6	0	0
ID0000506M	9	10	328	49	32	14	11	4	0	0	0	1	0	6	30	30	58	59	69	194	392	397	456	0	0
ID0000508M	0	0	318	52	112	38	37	13	20	4	0	0	0	0	9	13	68	280	247	227	373	389	188	0	0
ID0000509M	0	0	2	10	35	107	152	164	269	312	308	258	50	98	0	0	0	1	3	2	1	0	1	0	0
ID0000510M	1	0	0	0	0	0	12	18	176	185	429	535	390	1094	0	0	1	0	2	0	0	0	6	14	0
ID0000511M	10	2	5	1	2	3	0	3	4	2	0	4	0	31	12	7	14	3	2	2	5	2	6	1	0
ID0000512M	0	0	0	2	9	23	42	78	420	513	1041	809	1103	114	0	1	6	0	6	0	0	0	2	47	0
ID0000513M	0	0	0	16	52	258	330	435	305	212	139	150	93	58	0	0	0	0	0	0	2	0	0	0	0
ID0000514M	0	0	0	5	5	8	26	11	22	21	10	32	63	7	0	0	0	3	0	0	0	0	0	0	0
ID0000515M	573	604	5	0	2	0	0	0	3	13	0	1	0	563	526	521	71	34	17	9	1	6	9	100	0
ID0000517M	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	2	5	1	3	0	0	0	0	0	0
ID0000518M	0	0	1128	36	17	6	5	2	5	9	7	3	1	29	0	0	2	16	104	39	818	540	1144	0	0
ID0000519M	7	0	9	6	1	4	0	1	0	2	0	1	0	8	2	12	18	6	11	17	9	10	12	286	311
ID0000521M	0	0	0	0	0	2	4	5	41	69	174	254	204	4765	0	0	0	0	0	0	0	0	0	127	0
ID0000524M	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	87	0
ID0000525M	341	224	3	3	0	0	0	0	6	8	23	0	0	0	632	702	582	223	10	6	7	4	7	410	0
ID0000526M	382	198	5	2	0	2	0	0	1	0	7	0	0	0	117	116	91	9	4	4	0	4	4	11	8
ID0000529M	1	0	2	1	1	0	2	0	0	0	0	0	102	5	1	0	0	0	0	0	0	0	1	0	0
ID0000531M	10	23	63	24	14	4	3	3	0	0	0	0	0	0	85	122	96	57	2	6	9	15	7	0	0
ID0000534M	17	11	123	159	147	111	77	54	68	68	74	63	72	156	21	11	32	29	89	115	103	91	132	0	0
ID0000538M	0	0	2	0	1	0	0	0	0	0	0	0	0	81	1	1	5	5	4	3	4	6	9	0	0
ID0000540M	6	4	0	0	0	0	0	0	0	0	0	0	0	0	27	22	23	6	0	0	0	0	0	0	0
ID0000541M	1	2	14	13	15	12	8	18	18	35	2	32	0	17	3	4	3	3	6	6	10	15	17	0	0
ID0000542M	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	3	3	3	3	0	0	0	1	0	0
ID0000543M	1	0	8	1	0	1	0	0	0	0	0	0	0	2	0	2	0	2	4	0	0	0	4	0	0
ID0000544M	41	19	9	4	8	0	0	0	0	0	0	0	0	52	34	50	24	18	8	259	12	4788	684	0	0
ID0000547M	6	4	20	3	2	2	0	0	0	0	0	1	0	34	47	26	39	79	25	16	19	15	19	0	0
ID0000550M	429	395	211	23	45	100	150	208	456	582	431	499	668	279	951	994	1033	2524	4300	806	324	334	269	15	0
ID0000551M	3	6	0	0	0	0	0	0	0	0	0	24	0	0	6	11	71	3	3	0	8	34	30	0	0
ID0000554M	169	212	99	57	8	4	29	2	5	6	1	0	0	6	233	322	178	323	135	93	83	3279	100	0	0
ID0000555M	2	1	8	0	0	0	2	2	1	0	4	2	0	0	1	0	0	0	0	0	0	4	1	0	0
ID0000557M	8	5	0	0	0	0	0	0	0	0	0	0	1	0	6	9	5	8	0	2	1142	2	1	0	0
ID0000559M	0	0	5	0	0	0	0	0	0	0	0	0	0	273	0	0	0	1	10	6	3	0	6	0	0
ID0000560M	0	0	1	3	1	0	5	2	3	2	6	8	0	414	0	0	0	0	0	0	6	1	1	0	0
ID0000565M	10	46	0	0	0	0	0	0	0	0	0	0	0	3	73	109	115	44	0	5	0	2	1	0	0
ID0000566M	2	0	5	6	17	75	110	210	417	301	238	183	268	2	0	0	1	0	0	0	2	4	1	41	0
ID0000567M	0	0	130	44	7	3	2	0	0	0	0	0	0	8	0	0	0	0	115	208	93	133	83	0	0
ID0000568M	6	4	0	0	2	0	1	1	4	4	12	14	0	16	21	6	9	3	0	2	0	0	0	0	0
ID0000569M	0	0	424	903	737	336	293	246	291	233	215	205	88	23	2	0	7	39	31	83	274	177	298	13	0
ID0000571M	0	2	3	0	3	0	0	0	0	0	1	0	0	43	10	135	10	11	12	5	11	0	14	0	0
ID0000572M	1	0	4	25	29	59	69	91	76	71	63	50	21	1	2	0	2	1	2	2	4	3	5	0	0
ID0000574M	0	0	4	17	41	157	212	322	408	407	283	300	214	88	0	0	1	0	8	4	0	1	8	0	0
ID0000576M	0	0	4	0	6	27	120	238	784	506	704	844	166	84	0	3	0	0	0	0	0	2	6	2	0
ID0000578M	0	0	0	0	0	0	0	0	0	0	0	2	0	12	0	0	0	0	0	0	0	0	0	0	0
ID0000579M	0	0	0	1	0	3	6	2	12	16	31	35	0	50	2	2	1	3	4	0	4	6	1	0	0
ID0000583M	304	427	344	253	165	55	38	24	24	27	21	7	0	18	1103	960	998	2110	1504	790	836	746	799	27	0
ID0000584M	0	0	12	33	87	374	586	571	817	484	628	516	617	75	3	1	6	2	1	11	8	15	17	4	0
ID0000585M	0	0	15	7	14	16	12	10	12	0	7	6	61	0	8	23	10	9	41	20	25	17	44	0	0
ID0000586M	135	85	7	1	1	0	0	1	0	0	0	0	0	0	153	253	253	1104	362	104	39	29	23	0	0
ID0000590M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	27	12	1	0	0	0	0	0	0	0
ID0000591M	0	0	1	1	0	2	3	3	20	34	20	52	0	62	0	0	0	0	0	0	0	1	0	0	0
ID0000592M	0	0	25	520	1401	2132	2819	2620	5742	4639	5471	5795	3984	627	2	8	2	7	5	7	20	3	16	41	0
ID0000594M	0	0	9	43	48	43	16	15	32	20	37	43	65	10	0	0	0	0	7	9	6	14	14	0	0
ID0000595M	2	0	1	45	210	661	740	1243	844	459	259	442	460	119	2	0	0	0	7	2	1	3	8	118	0
ID0000597M	1662	1107	259	306	100	29	13	17	41	52	53	45	32	136	2089	2143	1924	487	308	179	179	161	318	254	0
ID0000598M	194	94	120	95	62	34	23	22	11	11	14	20	0	60	179	302	267	289	75	145	134	172	140	16	0
ID0000602M	0	0	785	209	168	25	23	12	16	1	3	3	0	11	1	1	1	3	79	244	592	589	893	0	0
ID0000603M	29	25	42	15	24	6	12	10	11	14	3	13	0	598	65	48	46	62	42	38	56	50	29	0	0
ID0000604M	7	6	18	16	7	1	7	7	10	17	38	32	0	411	30	24	33	13	21	12	29	23	34	103	0
ID0000605M	21	25	0	1	0	0	0	0	0	0	0	0	0	0	51	71	36	4	0	1	9	5	7	7	0
ID0000607M	0	0	3	5	13	14	6	21	26	37	40	82	71	44	0	1	0	0	0	1	7	4	1	91	0
ID0000609M	97	35	3	1	1	0	1	0	0	0	0	0	0	2	103	104	66	29	4	1	2	4	0	24	0
ID0000610M	0	0	14	13	38	88	117	144	447	408	237	299	431	24	0	3	5	64	22	6	19	53	16	0	0
ID0000611M	45	25	160	226	117	61	48	21	81	69	51	89	99	24	56	52	42	29	154	106	95	129	137	0	0
ID0000612M	172	184	0	8	2	1	0	0	0	0	0	1	0	36	146	153	94	16	32	17	7	9	15	36	0
ID0000613M	2	1	23	10	5	3	1	0	0	3	8	0	0	484	10	5	35	25	41	19	25	22	34	0	0
ID0000614M	2	1	253	267	264	192	152	129	210	317	555	450	1020	242	6	0	1	2	25	26	179	130	160	0	0
ID0000615M	0	1	2	6	14	44	60	81	302	343	626	584	428	443	5	8	25	20	6	25	14	13	27	190	0
ID0000616M	0	0	1	0	0	4	0	0	0	0	2	7	34	310	0	0	0	0	0	2	1	0	5	243	0
ID0000617M	13	32	8	7	4	3	2	2	2	7	4	0	0	138	155	128	99	100	20	13	8	9	22	12	0
ID0000618M	1	0	0	7	5	14	19	19	71	44	90	88	271	45	0	0	0	0	0	1	0	4	2	0	0
ID0000620M	1	0	0	2	4	5	13	17	64	95	217	253	210	411	3	3	1	1	0	0	0	0	2	27	0
ID0000621M	400	367	223	26	25	17	5	7	11	7	1	9	0	142	1004	767	1082	1122	472	255	238	316	276	68	0
ID0000622M	0	0	0	11	54	117	140	158	106	80	91	68	94	10	0	2	0	4	2	0	2	0	0	0	0
ID0000623M	0	0	0	0	0	0	0	21	8	0	2	9	0	5	0	0	0	0	0	0	0	0	0	0	0
ID0000624M	156	141	4490	1083	625	183	193	191	478	619	726	906	779	553	293	239	238	366	1973	2859	3565	3580	4001	0	0
ID0000625M	4	1	5	6	24	7	5	8	18	30	93	11	1	34	10	4	2	3	2	8	19	10	12	0	0
ID0000626M	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
ID0000627M	929	260	41	56	137	195	198	240	333	384	233	236	228	12	470	588	396	84	82	67	35	34	55	0	2
ID0000629M	0	0	0	0	2	3	3	9	29	35	41	40	86	25	0	0	0	0	0	0	0	0	2	38	0
ID0000631M	0	1	0	0	3	0	0	0	0	0	0	0	0	1	12	5	0	0	0	11	0	4	0	0	0
ID0000633M	417	240	1	0	0	0	0	1	0	0	0	0	0	16	515	422	340	92	23	4	11	25	15	127	0
ID0000634M	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0
ID0000636M	1	0	1	8	7	23	15	32	55	151	496	410	322	79	1	2	2	0	2	2	1	1	8	27	0
ID0000637M	0	21	71	0	14	0	0	0	0	0	0	0	0	0	36	263	40	113	5	186	379	19	68	0	0
ID0000643M	368	206	6	4	2	3	4	4	1	6	8	9	6	15	465	650	518	200	187	86	24	36	44	51	0
ID0000644M	0	0	2	2	2	3	5	3	3	0	18	2	0	554	2	3	1	0	1	1	6	4	2	0	0
ID0000645M	240	181	701	313	337	115	78	48	52	52	52	59	70	338	723	428	902	760	588	392	420	328	642	70	0
ID0000646M	0	0	1	1	0	0	4	2	23	31	64	59	74	2604	0	1	0	0	0	0	2	0	0	50	0
ID0000647M	0	0	0	0	0	0	0	0	0	0	1	2	0	612	1	0	0	1	0	0	0	2	1	72	0
ID0000649M	0	0	83	114	85	54	57	86	45	28	30	40	24	14	1	0	1	4	6	15	59	107	57	0	0
ID0000650M	0	0	4	2	2	0	0	1	1	0	0	6	0	134	1	1	3	3	2	6	17	4	5	0	0
ID0000651M	10	10	2	1	0	0	0	1	0	0	0	1	0	0	59	53	157	134	21	5	6	10	5	0	0
ID0000653M	35	12	10	0	0	1	0	4	1	0	0	0	0	0	18	29	23	32	31	43	18	2	39	0	0
ID0000656M	1	2	8	2	4	1	0	2	5	3	1	4	0	287	4	11	5	8	12	7	5	26	13	9	11
ID0000657M	0	1	6	2	4	0	0	0	0	0	0	0	0	478	5	4	2	1	4	6	3	6	15	6	0
ID0000658M	0	0	2	2	3	12	10	20	27	45	34	50	24	1618	0	1	0	0	0	0	1	2	4	133	0
ID0000659M	20	15	0	2	0	0	0	0	1	0	0	0	0	0	9	27	20	3	0	1	2	8	2	0	0
ID0000660M	1	0	0	1	2	0	0	0	0	0	0	0	0	79	4	1	0	1	2	2	4	1	9	0	0
ID0000662M	177	122	48	55	56	30	33	24	16	2	5	5	1	1	184	122	127	29	55	48	30	23	71	0	0
ID0000667M	0	0	9	0	1	0	0	1	0	6	0	1	0	163	1	5	0	1	2	1	12	1	18	17	0
ID0000668M	64	36	30	17	36	35	46	76	97	69	133	168	301	194	83	62	54	25	40	25	20	18	40	10	0
ID0000669M	0	0	0	0	0	7	3	1	26	54	103	106	116	13	0	0	0	0	0	0	0	0	0	0	0
ID0000670M	0	0	17	98	95	108	89	48	93	142	294	175	425	136	0	0	1	0	1	1	1	1	2	49	0
ID0000676M	4	7	11	41	173	415	445	559	690	581	658	644	1040	61	8	10	29	2	15	8	4	5	19	45	0
ID0000678M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0
ID0000680M	10	4	15	18	6	6	11	5	2	6	32	7	0	88	17	16	26	32	4	27	8	16	23	0	0
ID0000681M	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	3	1	0	1	2	0	28	0
ID0000682M	0	0	104	121	146	195	205	174	160	46	18	8	0	94	0	3	0	8	84	59	38	49	91	0	0
ID0000683M	45	23	30	92	136	145	110	104	98	98	79	48	34	72	57	52	117	264	192	71	68	64	33	74	0
ID0000684M	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	66	0
ID0000685M	411	400	16	7	4	4	5	2	6	20	35	22	161	10	705	862	492	345	284	54	21	20	27	0	0
ID0000687M	5	16	1013	40	25	32	93	138	38	0	26	7	0	32	112	178	130	34	6	30	289	265	432	19	0
ID0000688M	4	1	9	4	10	10	0	0	1	10	8	0	0	23	6	1	7	5	3	14	11	9	22	176	0
ID0000689M	7	2	744	398	394	248	166	182	280	318	368	306	556	100	15	19	15	39	172	721	1124	1463	1091	0	0
ID0000690M	1	2	14	4	4	0	0	2	4	1	0	0	0	830	3	4	14	8	11	11	32	11	32	0	0
ID0000691M	1	0	3	2	14	14	9	10	8	21	16	17	111	7	0	0	0	1	0	0	1	0	1	0	0
ID0000693M	1	0	4	12	45	52	125	162	211	65	79	93	66	10	1	1	0	0	2	1	0	0	1	39	0
ID0000694M	4	8	0	5	0	0	0	0	0	0	0	0	0	0	12	18	0	0	11	9	1	0	25	0	0
